topic,time,word,prob
1,0,c0158617,1.5585065265674278e-05
1,0,c0159036,0.0022662859470626543
1,0,c0478095,0.0099351963228080931
1,0,c0260840,0.0077018536521097254
1,0,c0041970,1.2126479626836455e-05
1,0,c0159135,1.7355617002222296e-05
1,0,c1719382,4.2711446056906152e-06
1,0,c0375871,0.001292782624957838
1,0,c0750903,2.6494493788417531e-05
1,0,c1971612,0.033078450594233921
1,0,c0152417,1.3597024602830748e-05
1,0,c0496634,1.2611997666407548e-05
1,0,c0029866,1.3592432023809252e-05
1,0,c0154721,0.040180698896190289
1,0,c0270805,1.2799750892318241e-05
1,0,c0009081,1.4823548320349459e-05
1,0,c1456326,4.2711446056906152e-06
1,0,c1456327,4.2711446056906152e-06
1,0,c0013415,4.2711446056906152e-06
1,0,c0261579,1.2674718204873277e-05
1,0,c0348719,4.2711446056906152e-06
1,0,c0029806,0.0017896331365911747
1,0,c1456428,0.0010875991865389057
1,0,c0236826,1.4262188557663315e-05
1,0,c1455977,4.2711446056906152e-06
1,0,c0013080,1.7083264618756966e-05
1,0,c0392549,0.005363767777234245
1,0,c0877845,1.3648799594961664e-05
1,0,c0029882,7.7836353637289853e-05
1,0,c0159047,2.373071857585173e-05
1,0,c0375026,1.6063577091143334e-05
1,0,c1135241,1.3751510283670622e-05
1,0,c0478145,4.2711446056906152e-06
1,0,c0344304,2.4624186281081977e-05
1,0,c2939192,3.3720579556875509e-05
1,0,c0159099,0.0024133282608924615
1,0,c0490011,0.13853788985309051
1,0,c0079157,0.031717691101294507
1,0,c0149825,2.5215364643918408e-05
1,0,c0154633,2.3751871172038283e-05
1,0,c0000737,6.4464230657054964e-05
1,0,c0154635,0.019170675826437396
1,0,c0375895,0.010187348815669829
1,0,c0021092,3.7370569369295631e-05
1,0,c1455742,2.5426938912964456e-05
1,0,c0158352,0.029182604405114498
1,0,c1456434,4.2711446056906152e-06
1,0,c0036689,1.2844296608823514e-05
1,0,c0021051,2.2560067068326208e-05
1,0,c0338982,1.1681273139682447e-05
1,0,c0029652,4.2711446056906152e-06
1,0,c0010417,1.5421781853069256e-05
1,0,c0154697,0.0061954340995147962
1,0,c0154694,4.2711446056906152e-06
1,0,c1384666,0.0035740438588008103
1,0,c0869240,4.2711446056906152e-06
1,0,c0348773,1.1842451990336604e-05
1,0,c0018939,1.7336379754404577e-05
1,0,c0878691,4.2711446056906152e-06
1,0,c0014877,0.0044649735201642907
1,0,c0878753,3.6615424751229625e-05
1,0,c0024796,1.2850184361939303e-05
1,0,c1301937,1.5072196854049199e-05
1,0,c0040517,4.2711446056906152e-06
1,0,c0260823,3.7537089111472362e-05
1,0,c0019693,1.3692077056572058e-05
1,0,c0476555,1.6724614125083511e-05
1,0,c0029488,4.2711446056906152e-06
1,0,c0840927,1.2833443475821332e-05
1,0,c2349675,0.0017596484210580471
1,0,c0154623,1.4240854764267888e-05
1,0,c0018818,2.9251029392974333e-05
1,0,c0154451,0.0042589193940510825
1,0,c0007235,0.11477561745601171
1,0,c0154453,0.00024444513877982453
1,0,c1260452,2.014860297978768e-05
1,0,c0004106,3.9489882661685001e-05
1,0,c0004352,4.2711446056906152e-06
1,0,c0013274,3.2099468702897354e-05
1,0,c1260454,2.2830425923166297e-05
2,0,c0153114,0.0032208536184332357
2,0,c0478144,0.00069632155743719522
2,0,c0036529,0.0012409012560742102
2,0,c0478056,8.892472824738288e-06
2,0,c0260683,0.015734256164864475
2,0,c0260682,0.0064519576015624087
2,0,c0699815,0.11484944991952485
2,0,c0036440,6.8889534883732614e-06
2,0,c0029557,0.004956386122678339
2,0,c0375378,7.3233626699885815e-06
2,0,c0375531,1.3068053976343824e-05
2,0,c0375770,6.2146827368993381e-06
2,0,c0029551,2.3028188189134808e-05
2,0,c0029625,2.0107106707080061e-05
2,0,c0014868,0.0065305482363047273
2,0,c0158350,1.2408267381238778e-05
2,0,c0302467,6.2153664861734474e-06
2,0,c0949168,0.00040892083758092167
2,0,c0041667,0.015442931131512641
2,0,c0010380,1.4573761233606272e-05
2,0,c0154632,6.6149311844490626e-06
2,0,c0042023,6.2190423258035634e-06
2,0,c0154446,1.3661881536664236e-05
2,0,c0392702,1.1180935596264981e-05
2,0,c3161331,0.0013390026197268759
2,0,c0154634,0.0028701654772205405
2,0,c0795699,6.2148209613987038e-06
2,0,c0920296,0.00012367723059909718
2,0,c0011168,0.044802772903662524
2,0,c0003811,0.009362023273427408
2,0,c0037785,6.2145378204967729e-06
2,0,c0375765,9.850796503716868e-06
2,0,c0017168,0.16120288650926953
2,0,c0375766,1.0268231082415548e-05
2,0,c0026758,0.016413687626685446
2,0,c0158361,6.7107030507116964e-06
2,0,c2607914,1.2316221077043767e-05
2,0,c0375807,0.00065057740949204677
2,0,c0375218,7.1632283195166226e-06
2,0,c0030196,7.001109686568739e-06
2,0,c0340629,0.00076941338914847867
2,0,c0221539,6.8894066982850723e-06
2,0,c0009592,6.816268945140974e-06
2,0,c0042798,0.00050059542263778377
2,0,c0158712,6.9224557026478885e-06
2,0,c0007194,6.9645104117882198e-06
2,0,c0014116,7.331051372880131e-06
2,0,c0878732,6.214623370254179e-06
2,0,c1879328,0.00035963020648549374
2,0,c0153987,7.0198315981732061e-06
2,0,c0497552,1.4761286384953444e-05
2,0,c0264222,0.00056147568792971805
2,0,c0027498,1.1576147251549986e-05
2,0,c0728950,0.042690114180844528
2,0,c0155336,0.00013754213601898529
2,0,c0152212,1.5518848116501527e-05
2,0,c0264133,6.2157132155096849e-06
2,0,c0029781,1.1595475934861239e-05
2,0,c0260334,0.008246165099040019
2,0,c0520966,0.0099213420574337883
2,0,c0015544,0.03751864239219569
2,0,c1456302,7.840704718044729e-06
2,0,c0015310,2.3948484379518986e-05
2,0,c0025517,0.0026648503742626064
2,0,c0432068,1.9261258931631271e-05
2,0,c0020295,9.3986727013632436e-06
2,0,c0038436,2.2725266755557219e-06
2,0,c0010520,0.0041047281590947081
2,0,c0260363,2.2725266755557219e-06
2,0,c0155886,0.0073474202039413251
2,0,c0029608,7.9879973485816581e-06
2,0,c0010200,0.014618882410759674
2,0,c1691215,0.036174942168203342
2,0,c0018777,0.0039715697938277382
2,0,c1962940,8.4951618181242188e-06
2,0,c0496621,6.21459085689247e-06
2,0,c0156109,0.0045102371130447535
2,0,c3161328,2.2725266755557219e-06
2,0,c0260872,0.00084617207694863319
2,0,c0008626,0.0048135825891458843
2,0,c0158489,7.9849287465738439e-06
2,0,c0260877,0.0092631067114323472
2,0,c0011334,6.4263966281958595e-06
2,0,c0695252,0.0018562023894061301
2,0,c0478100,0.0024281569776297917
2,0,c0159107,0.012969068780203272
2,0,c0949135,0.00081590614135744434
2,0,c0154722,7.4582113735132601e-06
2,0,c0155831,2.2725266755557219e-06
2,0,c0041806,6.6962897541250242e-06
2,0,c0029837,1.2382796649722912e-05
2,0,c0154695,0.00016532779084862717
2,0,c0040188,0.00024138954549662267
2,0,c1306246,8.1006279255687364e-06
2,0,c0011991,0.009311171878265594
2,0,c0028738,1.1269348823772628e-05
2,0,c0490048,1.2283699078652606e-05
2,0,c0085584,8.2547665131684394e-06
2,0,c0038273,2.2725266755557219e-06
2,0,c0260390,8.4108454085381755e-06
2,0,c0029753,6.6595295064627905e-06
2,0,c0260394,1.2247125406991298e-05
2,0,c0019570,0.0011213255210200867
2,0,c0158621,7.3887338151306494e-06
2,0,c0025958,0.002307200991404172
2,0,c0375546,0.00073232943102358714
2,0,c0546884,2.5029712853730167e-05
2,0,c0575081,6.7179914403546393e-06
2,0,c0375193,2.2725266755557219e-06
2,0,c0008711,1.2211642250567133e-05
2,0,c0311335,7.423048061778727e-06
2,0,c0868777,7.0792219174331241e-06
2,0,c0700613,2.2725266755557219e-06
2,0,c0154707,6.5102236226496932e-06
2,0,c0481850,0.0010661812452978051
2,0,c0154709,8.5974380142623381e-06
2,0,c0746674,9.2078525722903678e-06
2,0,c0029512,0.0020793596597532254
2,0,c0154246,7.6000454361906986e-06
2,0,c1279224,0.00060163800139342416
2,0,c0260545,2.9307000854762905e-05
2,0,c0009806,0.035171187706806897
2,0,c0260761,0.011923660488771368
2,0,c0003537,2.2725266755557219e-06
2,0,c0260760,7.6585139704786296e-06
2,0,c0158897,0.00059331519777967943
2,0,c1263846,6.7381492350884047e-06
2,0,c0011757,0.006157335510131241
2,0,c0027765,9.1649860378150316e-06
2,0,c0039685,8.4945132381679367e-06
2,0,c0477458,0.01498939778615751
2,0,c0037317,1.9962347155923782e-05
2,0,c0000908,2.2725266755557219e-06
2,0,c0154713,6.8582234422546028e-06
2,0,c0155546,0.018273750679517371
2,0,c0375530,7.9903359774068112e-06
2,0,c0271468,0.019356649881174637
2,0,c0159020,1.4930251926863772e-05
2,0,c0878706,0.011782622230955674
2,0,c0677491,2.2725266755557219e-06
2,0,c0159028,1.1306760765194322e-05
2,0,c0022661,6.6049039347953624e-06
2,0,c0155427,0.0053025327019329983
2,0,c0154710,0.00047713995174314037
2,0,c0155422,0.022331504112849766
2,0,c0154716,7.6335422775069507e-06
2,0,c0154715,8.7983158186229145e-06
2,0,c0154714,7.2762385909437958e-06
2,0,c0478550,6.2146153694909013e-06
2,0,c0302371,0.00013254819184023537
2,0,c0478000,7.1826518201344783e-06
2,0,c0007570,0.00012372160824362011
2,0,c0302412,1.2584359366065206e-05
2,0,c0395861,2.4856333554508752e-05
2,0,c0015222,1.519522518383112e-05
2,0,c0424605,0.0067323714340783896
2,0,c0009951,9.6072979792169403e-06
2,0,c0411175,1.4104000655192024e-05
2,0,c0020490,2.9230584195701627e-05
2,0,c0026265,7.3739951459101425e-06
2,0,c2910943,6.880955340563166e-06
2,0,c0158618,8.6930991446474492e-06
2,0,c0158619,1.5730509619482831e-05
2,0,c0311394,6.4522933556985165e-06
2,0,c0018812,7.0481298947075585e-06
2,0,c0029581,9.5928378919851283e-06
2,0,c0158617,8.2922742885226889e-06
2,0,c0159036,0.00022935783004792554
2,0,c0478095,0.021100851196138946
2,0,c0260840,0.00035078829913762151
2,0,c0041970,6.4520757259728965e-06
2,0,c0159135,0.0043247764605750683
2,0,c1719382,2.2725266755557219e-06
2,0,c0375871,0.0079063197095153338
2,0,c0750903,0.0032216641130673974
2,0,c1971612,9.3600023573401205e-05
2,0,c0152417,7.2345020121868487e-06
2,0,c0496634,6.7104028954527054e-06
2,0,c0029866,7.2320599151244716e-06
2,0,c0154721,1.4459598001790423e-05
2,0,c0270805,0.00059412316346099106
2,0,c0009081,7.8870918184365117e-06
2,0,c1456326,2.2725266755557219e-06
2,0,c1456327,2.2725266755557219e-06
2,0,c0013415,2.2725266755557219e-06
2,0,c0261579,0.00035913148207923233
2,0,c0348719,2.2725266755557219e-06
2,0,c0029806,1.2980778083263108e-05
2,0,c1456428,6.6105124471425476e-06
2,0,c0236826,0.0034399661370003308
2,0,c1455977,2.2725266755557219e-06
2,0,c0013080,9.0897184311073521e-06
2,0,c0392549,1.4788903062302758e-05
2,0,c0877845,0.0023412636181526308
2,0,c0029882,4.1664672343642484e-05
2,0,c0159047,0.00014048393052097907
2,0,c0375026,8.5468804182789332e-06
